paper_id,query_seed,title,year,venue,author0,doi,url,score,problem_claimed,mechanism,hidden_assumptions,fixed_variables,ignored_failures,less_novel,open_questions
117,robot planning learning,Learning Mixed-Integer Convex Optimization Strategies for Robot Planning and Control,2021,2020 59th IEEE Conference on Decision and Control (CDC),Abhishek Cauligi,10.1109/cdc42340.2020.9304043,https://doi.org/10.1109/cdc42340.2020.9304043,6,,,,,,,
118,robot dynamics learning,Learning Neuroplastic Matching of Robot Dynamics in Closed-loop CPGs,2021,,Felix Ruppert,10.21203/rs.3.rs-1016591/v1,https://doi.org/10.21203/rs.3.rs-1016591/v1,6,,,,,,,
119,robot tactile perception,Lifelong robotic visual-tactile perception learning,2021,Pattern Recognition,Jiahua Dong,10.1016/j.patcog.2021.108176,https://doi.org/10.1016/j.patcog.2021.108176,6,,,,,,,
120,sim to real robotics,Monolithic vs. hybrid controller for multi-objective Sim-to-Real learning,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Atakan Dag,10.1109/iros51168.2021.9636426,https://doi.org/10.1109/iros51168.2021.9636426,6,,,,,,,
121,robot equivariance,Observer Design for Nonlinear Systems with Equivariance,2021,"Annual Review of Control, Robotics, and Autonomous Systems",Robert Mahony,10.1146/annurev-control-061520-010324,https://doi.org/10.1146/annurev-control-061520-010324,6,,,,,,,
122,robot control learning,Reinforcement learning control of robot manipulator,2021,Revista Brasileira de Computação Aplicada,Lucas Pereira Cotrim,10.5335/rbca.v13i3.12091,https://doi.org/10.5335/rbca.v13i3.12091,6,,,,,,,
123,robot planning learning,Research on Robot Grasping Planning Method Based on Deep Reinforcement Learning,2021,Lecture Notes on Data Engineering and Communications Technologies,Xutang Zhang,10.1007/978-3-030-70665-4_57,https://doi.org/10.1007/978-3-030-70665-4_57,6,,,,,,,
124,sim to real robotics,Sim-to-Real Transfer for Robotic Manipulation with Tactile Sensory,2021,2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Zihan Ding,10.1109/iros51168.2021.9636259,https://doi.org/10.1109/iros51168.2021.9636259,6,,,,,,,
125,robot representation learning,Topological representation of cloth state for robot manipulation,2021,Autonomous Robots,Fabio Strazzeri,10.1007/s10514-021-09968-7,https://doi.org/10.1007/s10514-021-09968-7,6,,,,,,,
126,robot manipulation learning,A Deep Reinforcement Learning Environment for Particle Robot Navigation and Object Manipulation,2022,2022 International Conference on Robotics and Automation (ICRA),Jeremy Shen,10.1109/icra46639.2022.9811965,https://doi.org/10.1109/icra46639.2022.9811965,6,,,,,,,
127,robot manipulation learning,Adaptive Learning-Based Distributed Control of Cooperative Robot Arm Manipulation for Unknown Objects,2022,"IEEE Transactions on Systems, Man, and Cybernetics: Systems",Hai-Tao Zhang,10.1109/tsmc.2022.3197664,https://doi.org/10.1109/tsmc.2022.3197664,6,,,,,,,
128,robot manipulation learning,An Intelligent Planning Method For The Multi-Rotor Manipulation Robot With Reinforcement Learning,2022,2022 IEEE International Conference on Mechatronics and Automation (ICMA),Haoyuan Liu,10.1109/icma54519.2022.9856385,https://doi.org/10.1109/icma54519.2022.9856385,6,,,,,,,
129,sim to real robotics,Bayesian Active Learning for Sim-to-Real Robotic Perception,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Jianxiang Feng,10.1109/iros47612.2022.9982175,https://doi.org/10.1109/iros47612.2022.9982175,6,,,,,,,
130,robot tactile perception,Bioinspired robot skin with mechanically gated electron channels for sliding tactile perception,2022,Science Advances,Sheng Li,10.1126/sciadv.ade0720,https://doi.org/10.1126/sciadv.ade0720,6,,,,,,,
131,embodied intelligence invariance,Designing Prosthetic Hands With Embodied Intelligence: The KIT Prosthetic Hands,2022,Frontiers in Neurorobotics,Pascal Weiner,10.3389/fnbot.2022.815716,https://doi.org/10.3389/fnbot.2022.815716,6,,,,,,,
132,robot control learning,Embedding Koopman Optimal Control in Robot Policy Learning,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Hang Yin,10.1109/iros47612.2022.9981540,https://doi.org/10.1109/iros47612.2022.9981540,6,,,,,,,
133,embodied intelligence invariance,"Embodied Intelligence in Physical, Social and Technological Environments",2022,IOP Conference Series: Materials Science and Engineering,Ilona Straub,10.1088/1757-899x/1261/1/012024,https://doi.org/10.1088/1757-899x/1261/1/012024,6,,,,,,,
134,embodied intelligence invariance,Embodied neuromorphic intelligence,2022,Nature Communications,Chiara Bartolozzi,10.1038/s41467-022-28487-2,https://doi.org/10.1038/s41467-022-28487-2,6,,,,,,,
135,robot planning learning,Experience-Based Robot Task Learning and Planning with Goal Inference,2022,Proceedings of the International Conference on Automated Planning and Scheduling,Vahid Mokhtari,10.1609/icaps.v26i1.13794,https://doi.org/10.1609/icaps.v26i1.13794,6,,,,,,,
136,sim to real robotics,Grasp Stability Prediction with Sim-to-Real Transfer from Tactile Sensing,2022,2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),Zilin Si,10.1109/iros47612.2022.9981863,https://doi.org/10.1109/iros47612.2022.9981863,6,,,,,,,
137,robot planning learning,Guiding Robot Exploration in Reinforcement Learning via Automated Planning,2022,Proceedings of the International Conference on Automated Planning and Scheduling,Yohei Hayamizu,10.1609/icaps.v31i1.16011,https://doi.org/10.1609/icaps.v31i1.16011,6,,,,,,,
138,robot manipulation learning,Image features for vision-based robot manipulation based on deep reinforcement learning,2022,2021 IEEE 17th International Conference on Intelligent Computer Communication and Processing (ICCP),Rui Li,10.1109/iccp53602.2021.9733597,https://doi.org/10.1109/iccp53602.2021.9733597,6,,,,,,,
139,robot planning learning,Mobile Robot Path Planning Method Based on Deep Reinforcement Learning Algorithm,2022,"Journal of Circuits, Systems and Computers",Haitao Meng,10.1142/s0218126622502589,https://doi.org/10.1142/s0218126622502589,6,,,,,,,
140,robot planning learning,Path Planning of Mobile Robot Using Reinforcement Learning,2022,Journal of Trends in Computer Science and Smart Technology,Kiran G Krishnan,10.36548/jtcsst.2022.3.004,https://doi.org/10.36548/jtcsst.2022.3.004,6,,,,,,,
141,robot manipulation learning,Robot Manipulation Skill Learning Based on Dynamic Movement Primitive,2022,"2022 12th International Conference on CYBER Technology in Automation, Control, and Intelligent Systems (CYBER)",Yunfeng Bai,10.1109/cyber55403.2022.9907262,https://doi.org/10.1109/cyber55403.2022.9907262,6,,,,,,,
142,robot planning learning,Robot Path Planning Based on Improved Reinforcement Learning,2022,Advances in Transdisciplinary Engineering,Jian Fang,10.3233/atde220046,https://doi.org/10.3233/atde220046,6,,,,,,,
143,robot planning learning,Robot Search Path Planning Method Based on Prioritized Deep Reinforcement Learning,2022,"International Journal of Control, Automation and Systems",Yanglong Liu,10.1007/s12555-020-0788-8,https://doi.org/10.1007/s12555-020-0788-8,6,,,,,,,
144,robot tactile perception,Robot Tactile Sensing and Schema Control,2022,"Vision, Brain, and Cooperative Computation",Kenneth J. Overton,10.7551/mitpress/7113.003.0023,https://doi.org/10.7551/mitpress/7113.003.0023,6,,,,,,,
145,sim to real robotics,Sim-to-Real Learning for Bipedal Locomotion Under Unsensed Dynamic Loads,2022,2022 International Conference on Robotics and Automation (ICRA),Jeremy Dao,10.1109/icra46639.2022.9811783,https://doi.org/10.1109/icra46639.2022.9811783,6,,,,,,,
146,robot planning learning,The Intelligent Path Planning System of Agricultural Robot via Reinforcement Learning,2022,Sensors,Jiachen Yang,10.3390/s22124316,https://doi.org/10.3390/s22124316,6,,,,,,,
147,robot control learning,Using Deep Reinforcement Learning For Robot Arm Control,2022,Journal of Artificial Intelligence and Capsule Networks,Kiran G Krishnan,10.36548/jaicn.2022.3.002,https://doi.org/10.36548/jaicn.2022.3.002,6,,,,,,,
148,robot planning learning,A learning trajectory planning for vibration suppression of industrial robot,2023,Industrial Robot: the international journal of robotics research and application,Yanbiao Zou,10.1108/ir-02-2023-0013,https://doi.org/10.1108/ir-02-2023-0013,6,,,,,,,
149,embodied intelligence invariance,Cognitive Robotics: Integrating Artificial Intelligence and Embodied Intelligence for Advanced Problem Solving,2023,Journal of Artificial Intelligence and Capsule Networks,S. Kalaivani,10.36548/jaicn.2023.4.002,https://doi.org/10.36548/jaicn.2023.4.002,6,,,,,,,
150,robot foundation model manipulation,Cooperative distributed model predictive control for robot in-hand manipulation,2023,Robotic Intelligence and Automation,Yang Chen,10.1108/ria-03-2022-0052,https://doi.org/10.1108/ria-03-2022-0052,6,,,,,,,
151,robot manipulation learning,Deep Reinforcement Learning for the Improvement of Robot Manipulation Skills Under Sparse Reward,2023,2022 34th Chinese Control and Decision Conference (CCDC),Maochang He,10.1109/ccdc55256.2022.10034200,https://doi.org/10.1109/ccdc55256.2022.10034200,6,,,,,,,
152,robot tactile perception,Embodied Active Tactile Perception,2023,IOP Conference Series: Materials Science and Engineering,Liang He,10.1088/1757-899x/1292/1/012007,https://doi.org/10.1088/1757-899x/1292/1/012007,6,,,,,,,
153,robot 3D perception,Explanation-Based Learning For Mobile-Robot Perception,2023,Symbolic Visual Learning,Joseph O’Sullivan,10.1093/oso/9780195098709.003.0011,https://doi.org/10.1093/oso/9780195098709.003.0011,6,,,,,,,
154,robot manipulation learning,Exploring Generalization and Adaptability of Offline Reinforcement Learning for Robot Manipulation,2023,"2023 23rd International Conference on Control, Automation and Systems (ICCAS)",Hyun Kim,10.23919/iccas59377.2023.10316902,https://doi.org/10.23919/iccas59377.2023.10316902,6,,,,,,,
155,robot tactile perception,Hardness Recognition of Fruit and Vegetable Based on Robot Tactile Perception,2023,"2023 2nd International Conference on Robotics, Artificial Intelligence and Intelligent Control (RAIIC)",Huijuan Lan,10.1109/raiic59453.2023.10281075,https://doi.org/10.1109/raiic59453.2023.10281075,6,,,,,,,
156,robot planning learning,Improved Robot Path Planning Method Based on Deep Reinforcement Learning,2023,Sensors,Huiyan Han,10.3390/s23125622,https://doi.org/10.3390/s23125622,6,,,,,,,
157,sim to real robotics,Learning Sim-to-Real Dense Object Descriptors for Robotic Manipulation,2023,2023 IEEE International Conference on Robotics and Automation (ICRA),Hoang-Giang Cao,10.1109/icra48891.2023.10161477,https://doi.org/10.1109/icra48891.2023.10161477,6,,,,,,,
158,robot manipulation learning,Learning Variable Admittance Control for Human-Robot Collaborative Manipulation,2023,Journal of Robotics and Mechatronics,Tasuku Yamawaki,10.20965/jrm.2023.p1593,https://doi.org/10.20965/jrm.2023.p1593,6,,,,,,,
159,robot control learning,Learning to Control a Three-Dimensional Ferrofluidic Robot,2023,Soft Robotics,Reza Ahmed,10.1089/soro.2023.0005,https://doi.org/10.1089/soro.2023.0005,6,,,,,,,
160,robot foundation model manipulation,Perception for General-purpose Robot Manipulation,2023,Proceedings of the AAAI Conference on Artificial Intelligence,Karthik Desingh,10.1609/aaai.v37i13.26802,https://doi.org/10.1609/aaai.v37i13.26802,6,,,,,,,
161,robot planning learning,Robot Path Planning Based on Deep Reinforcement Learning,2023,2022 34th Chinese Control and Decision Conference (CCDC),Rui Zhang,10.1109/ccdc55256.2022.10034095,https://doi.org/10.1109/ccdc55256.2022.10034095,6,,,,,,,
162,robot planning learning,Smooth Path Planning of 6-DOF Robot Based on Reinforcement Learning,2023,2022 4th International Conference on Control and Robotics (ICCR),Jiawei Tian,10.1109/iccr55715.2022.10053875,https://doi.org/10.1109/iccr55715.2022.10053875,6,,,,,,,
163,robot representation learning,State Representation Learning for Task and Motion Planning in Robot Manipulation,2023,2023 IEEE International Conference on Development and Learning (ICDL),Qu Weiming,10.1109/icdl55364.2023.10364419,https://doi.org/10.1109/icdl55364.2023.10364419,6,,,,,,,
164,robot tactile perception,Tactile Perception-Based Depth and Angle Control During Robot-Assisted Bent Bone Grinding,2023,IEEE Transactions on Industrial Informatics,Guangming Xia,10.1109/tii.2023.3256369,https://doi.org/10.1109/tii.2023.3256369,6,,,,,,,
165,robot planning learning,dSLAP: Distributed Safe Learning and Planning for Multi-robot Systems,2023,2022 IEEE 61st Conference on Decision and Control (CDC),Zhenyuan Yuan,10.1109/cdc51059.2022.9992938,https://doi.org/10.1109/cdc51059.2022.9992938,6,,,,,,,
166,robot tactile perception,A comprehensive review of robot intelligent grasping based on tactile perception,2024,Robotics and Computer-Integrated Manufacturing,Tong Li,10.1016/j.rcim.2024.102792,https://doi.org/10.1016/j.rcim.2024.102792,6,,,,,,,
167,robot world model,An In-Memory Physics Environment as a World Model for Robot Motion Planning,2024,,Navin Ipe,10.36227/techrxiv.12893876.v2,https://doi.org/10.36227/techrxiv.12893876.v2,6,,,,,,,
168,robot planning learning,Ant Colony Enhanced Q-Learning Algorithm for Mobile Robot Path Planning,2024,2024 36th Chinese Control and Decision Conference (CCDC),Tian Xie,10.1109/ccdc62350.2024.10587377,https://doi.org/10.1109/ccdc62350.2024.10587377,6,,,,,,,
169,robot foundation model manipulation,DINOBot: Robot Manipulation via Retrieval and Alignment with Vision Foundation Models,2024,2024 IEEE International Conference on Robotics and Automation (ICRA),Norman Di Palo,10.1109/icra57147.2024.10610923,https://doi.org/10.1109/icra57147.2024.10610923,6,,,,,,,
170,robot planning learning,Grasp Planning in Manufacturing with NAO Robot Using Reinforcement Learning,2024,"2024 International Symposium of Systems, Advanced Technologies and Knowledge (ISSATK)",Chiha Ibtissem,10.1109/issatk62463.2024.10808498,https://doi.org/10.1109/issatk62463.2024.10808498,6,,,,,,,
171,embodied intelligence invariance,Habit-inspired methods for embodied intelligence,2024,IOP Conference Series: Materials Science and Engineering,Nicolas Kuske,10.1088/1757-899x/1321/1/012002,https://doi.org/10.1088/1757-899x/1321/1/012002,6,,,,,,,
172,robot planning learning,Hierarchical Multi-Robot Pursuit with Deep Reinforcement Learning and Navigation Planning,2024,2024 39th Youth Academic Annual Conference of Chinese Association of Automation (YAC),Wenzhang Chen,10.1109/yac63405.2024.10598424,https://doi.org/10.1109/yac63405.2024.10598424,6,,,,,,,
173,robot planning learning,Iterative Learning Collaborative Planning Control for Rigid and Soft Robot,2024,Lecture Notes in Electrical Engineering,Yunfeng Fan,10.1007/978-981-97-3328-6_40,https://doi.org/10.1007/978-981-97-3328-6_40,6,,,,,,,
174,sim to real robotics,Learning Soft Millirobot Multimodal Locomotion with Sim‐to‐Real Transfer,2024,Advanced Science,Sinan Ozgun Demir,10.1002/advs.202308881,https://doi.org/10.1002/advs.202308881,6,,,,,,,
175,robot control learning,Learning strategies for underwater robot autonomous manipulation control,2024,Journal of the Franklin Institute,Hai Huang,10.1016/j.jfranklin.2024.106773,https://doi.org/10.1016/j.jfranklin.2024.106773,6,,,,,,,
176,sim to real robotics,Model-based Reinforcement Learning for Sim-to-Real Transfer in Robotics using HTM neural networks,2024,"2024 10th International Conference on Control, Decision and Information Technologies (CoDIT)",M. R. Diprasetya,10.1109/codit62066.2024.10708424,https://doi.org/10.1109/codit62066.2024.10708424,6,,,,,,,
